extra_id,ulta_id,date,price,options,rating,no_of_reviews,offers,url,product_id
8491,7810,08/13/2020,$35.00,,4.30,92.0,,https://www.ulta.com/moisture-matrix-melting-cleanser?productId=xlsImpprod18931442,xlsImpprod18931442
8492,7811,08/13/2020,$16.00,,4.30,84.0,,https://www.ulta.com/wash-your-face-organic-face-wash?productId=pimprod2006157,pimprod2006157
8493,7812,08/13/2020,$20.00,,4.30,166.0,,https://www.ulta.com/re-move-micellar-cleansing-milk?productId=pimprod2003551,pimprod2003551
8494,7813,08/13/2020,$36.00,,4.70,16.0,,https://www.ulta.com/complete-cleansing-microfoam?productId=pimprod2014582,pimprod2014582
8495,7814,08/13/2020,$28.00,,3.90,21.0,,https://www.ulta.com/24k-gold-black-soap-impurity-cleanser?productId=pimprod2002192,pimprod2002192
8496,7815,08/13/2020,$35.00,,4.60,84.0,,https://www.ulta.com/truffle-therapy-whipped-cleansing-cream?productId=xlsImpprod15981111,xlsImpprod15981111
8497,7816,08/13/2020,$15.00,,3.50,6.0,,https://www.ulta.com/travel-size-deep-cleansing-face-wash?productId=pimprod2007837,pimprod2007837
8498,7817,08/13/2020,$9.99,,4.40,89.0,,https://www.ulta.com/aloe-vera-hydrating-face-wash?productId=pimprod2009977,pimprod2009977
8499,7818,08/13/2020,$36.00,,5.00,5.0,,https://www.ulta.com/pore-cleaner-bubble-foam?productId=pimprod2013187,pimprod2013187
8500,7819,08/13/2020,$12.50,,5.00,6.0,,https://www.ulta.com/working-mans-face-wash?productId=xlsImpprod16171057,xlsImpprod16171057
8501,7820,08/13/2020,$42.00,,4.00,3.0,,https://www.ulta.com/white-tea-purifying-cleanser?productId=pimprod2007145,pimprod2007145
8502,7821,08/13/2020,$9.99,,4.40,87.0,,https://www.ulta.com/tea-tree-purifying-face-wash?productId=pimprod2009983,pimprod2009983
8503,7822,08/13/2020,$28.00,,4.70,151.0,Free Gift with Purchase!,https://www.ulta.com/fantastic-face-wash?productId=pimprod2017694,pimprod2017694
8504,7823,08/13/2020,$14.00,,4.60,13.0,Free Gift with Purchase!,https://www.ulta.com/glow-your-mind-nourishing-cleansing-balm?productId=pimprod2017300,pimprod2017300
8505,7824,08/13/2020,$32.00,,4.40,33.0,Free Gift with Purchase!,https://www.ulta.com/all-in-one-toning-cleanser?productId=xlsImpprod17261213,xlsImpprod17261213
8506,7825,08/13/2020,$9.99,,4.40,17.0,,https://www.ulta.com/red-algae-coconut-oil-gel-facial-cleanser?productId=pimprod2006289,pimprod2006289
8507,7826,08/13/2020,$3.99,,4.00,2.0,,https://www.ulta.com/rose-quartz-charcoal-facial-cleansing-bar?productId=pimprod2011984,pimprod2011984
8508,7827,08/13/2020,$36.00,,3.50,21.0,,https://www.ulta.com/extra-rich-cleansing-milk-dry-skin?productId=pimprod2014583,pimprod2014583
8509,7828,08/13/2020,$18.00,,5.00,1.0,,https://www.ulta.com/hydrium-triple-hyaluronic-moisturizing-cleanser?productId=pimprod2017583,pimprod2017583
8510,7829,08/13/2020,$24.00,,4.40,21.0,,https://www.ulta.com/rice-clean-gentle-facial-cleanser?productId=pimprod2012193,pimprod2012193
8511,7830,08/13/2020,$3.49,,4.50,100.0,,https://www.ulta.com/daily-facial-cleanser?productId=xlsImpprod13151261,xlsImpprod13151261
8512,7831,08/13/2020,$10.99,,3.90,16.0,,https://www.ulta.com/100-virgin-coconut-oil-daily-hydration-foaming-facial-wash?productId=pimprod2006120,pimprod2006120
8513,7832,08/13/2020,$10.00,,5.00,3.0,,https://www.ulta.com/perfectly-purified-gel-cleanser?productId=pimprod2012383,pimprod2012383
8514,7833,08/13/2020,$9.15,,4.00,1.0,,https://www.ulta.com/daily-refreshing-cleanser?productId=pimprod2006813,pimprod2006813
8515,7834,08/13/2020,$24.00,,4.80,41.0,,https://www.ulta.com/aqua-reotier-water-gel-cleanser?productId=pimprod2016165,pimprod2016165
8516,7835,08/13/2020,$8.99,,3.90,8.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/radiant-results-revitalising-micellar-cleansing-water?productId=xlsImpprod18771049,xlsImpprod18771049
8517,7836,08/13/2020,$8.50,,4.50,239.0,,https://www.ulta.com/travel-size-glacial-face-wash?productId=pimprod2012793,pimprod2012793
8518,7837,08/13/2020,$26.00,,4.90,54.0,,https://www.ulta.com/truffle-therapy-cleansing-foam?productId=xlsImpprod15981095,xlsImpprod15981095
8519,7838,08/13/2020,$28.00,,4.70,51.0,,https://www.ulta.com/dont-miss-a-spot-propolis-cleansing-foam?productId=xlsImpprod13891021,xlsImpprod13891021
8520,7839,08/13/2020,$25.00,,4.50,53.0,,https://www.ulta.com/pore-face-wash?productId=pimprod2004245,pimprod2004245
8521,7840,08/13/2020,$20.00,,4.00,1.0,,https://www.ulta.com/pore-cleaner-foam-cleanser?productId=pimprod2013186,pimprod2013186
8522,7841,08/13/2020,$3.49,,3.00,5.0,,https://www.ulta.com/travel-size-gentle-skin-cleanser?productId=pimprod2010150,pimprod2010150
8523,7842,08/13/2020,$18.00,,4.00,2.0,,https://www.ulta.com/retinol-jasmine-cleanser?productId=pimprod2013438,pimprod2013438
8524,7843,08/13/2020,$28.00,,0,,,https://www.ulta.com/vitamin-c-glow-powder-cleanser?productId=pimprod2017106,pimprod2017106
8525,7844,08/13/2020,$7.49,,4.70,9.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/refreshing-face-wash?productId=xlsImpprod18751415,xlsImpprod18751415
8526,7845,08/13/2020,$5.00,,4.80,237.0,,https://www.ulta.com/travel-size-rose-kombucha-flower-powered-face-wash?productId=pimprod2006765,pimprod2006765
8527,7846,08/13/2020,$23.00,,4.80,24.0,,https://www.ulta.com/daily-face-wash?productId=xlsImpprod18591007,xlsImpprod18591007
8528,7847,08/13/2020,$26.00,,4.20,11.0,Free Gift with Purchase!,https://www.ulta.com/mineral-radiance-cleansing-gel?productId=xlsImpprod15541107,xlsImpprod15541107
8529,7848,08/13/2020,$15.00,,3.00,8.0,Free Gift with Purchase!,https://www.ulta.com/vitamin-e-gentle-facial-wash?productId=pimprod2002385,pimprod2002385
8530,7849,08/13/2020,$8.99,,4.00,6.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/radiant-results-purifying-clay-cleanser?productId=xlsImpprod18771059,xlsImpprod18771059
8531,7850,08/13/2020,$6.00,,4.60,15.0,Free Gift with Purchase!,https://www.ulta.com/himalayan-charcoal-purifying-facial-soap?productId=xlsImpprod18801203,xlsImpprod18801203
8532,7851,08/13/2020,$7.00,,3.90,7.0,,https://www.ulta.com/travel-size-clean-magic-face-wash?productId=pimprod2012525,pimprod2012525
8533,7852,08/13/2020,$19.50,,4.40,64.0,,https://www.ulta.com/purete-thermale-one-step-face-cleanser-sensitive-skin?productId=pimprod2004936,pimprod2004936
8534,7853,08/13/2020,$10.00,,4.20,5.0,,https://www.ulta.com/travel-size-brightening-cleanser?productId=pimprod2014416,pimprod2014416
8535,7854,08/13/2020,$12.99,,3.80,16.0,,https://www.ulta.com/cool-ocean-breeze-daily-cleanser?productId=pimprod2012809,pimprod2012809
8536,7855,08/13/2020,$16.00,,4.00,6.0,Free Gift with Purchase!,https://www.ulta.com/himalayan-charcoal-purifying-clay-wash?productId=pimprod2004497,pimprod2004497
8537,7856,08/13/2020,$21.95,,3.80,11.0,,https://www.ulta.com/charcoal-creamy-face-cleanser?productId=xlsImpprod16361211,xlsImpprod16361211
8538,7857,08/13/2020,$5.00,,4.80,55.0,,https://www.ulta.com/travel-size-coconut-milk-cream-foam-face-wash?productId=xlsImpprod18881031,xlsImpprod18881031
8539,7858,08/13/2020,$35.00,,5.00,2.0,,https://www.ulta.com/hypoallergenic-cbd-sensitive-skin-therapy-gentle-cleanser?productId=pimprod2017616,pimprod2017616
8540,7859,08/13/2020,$12.99,,3.70,3.0,,https://www.ulta.com/cedarwood-beard-wash?productId=xlsImpprod18861001,xlsImpprod18861001
8541,7861,08/13/2020,$25.00,,4.50,216.0,,https://www.ulta.com/matcha-chia-cleansing-cream?productId=pimprod2004420,pimprod2004420
8542,7862,08/13/2020,$15.00,,4.50,336.0,,https://www.ulta.com/travel-size-high-potency-classics-nutritive-cleanser?productId=pimprod2015741,pimprod2015741
8543,7863,08/13/2020,$10.00,,4.60,7.0,,https://www.ulta.com/labotica-hinoki-cypress-brightening-cleansing-foam?productId=pimprod2013159,pimprod2013159
8544,7864,08/13/2020,$10.99,,4.00,149.0,,https://www.ulta.com/82-organic-softening-cleanser?productId=xlsImpprod15381035,xlsImpprod15381035
8545,7865,08/13/2020,$28.00,,4.80,25.0,Free Gift with Purchase!,https://www.ulta.com/gentlebubble-daily-conditioning-cleanser?productId=pimprod2017747,pimprod2017747
8546,7866,08/13/2020,$12.00,,3.00,3.0,,https://www.ulta.com/travel-size-cbd-clean-sweep-foaming-facial-cleanser?productId=pimprod2011904,pimprod2011904
8547,7867,08/13/2020,$14.00,,3.20,5.0,,https://www.ulta.com/purifying-rice-cleansing-powder?productId=pimprod2012139,pimprod2012139
8548,7868,08/13/2020,$32.00,,4.80,35.0,,https://www.ulta.com/face-wash?productId=pimprod2004247,pimprod2004247
8549,7869,08/13/2020,$22.00,,0,,,https://www.ulta.com/balancing-cleanser-oil-control?productId=pimprod2017183,pimprod2017183
8550,7870,08/13/2020,$36.00,,4.00,2.0,,https://www.ulta.com/gel-cleanser?productId=pimprod2014348,pimprod2014348
8551,7871,08/13/2020,$5.00,,4.10,799.0,,https://www.ulta.com/travel-size-kale-detox-deep-cleaning-face-wash?productId=xlsImpprod18881033,xlsImpprod18881033
8552,7872,08/13/2020,$36.00,,5.00,1.0,,https://www.ulta.com/lucky-bamboo-jukyeom-9x-oil-milk-cleanser?productId=pimprod2011763,pimprod2011763
8553,7873,08/13/2020,$24.99,,4.10,498.0,,https://www.ulta.com/watermelon-melting-balm?productId=pimprod2012660,pimprod2012660
8554,7874,08/13/2020,$30.00,,4.30,14.0,,https://www.ulta.com/centella-sensitive-facial-cleanser?productId=pimprod2002960,pimprod2002960
8555,7875,08/13/2020,$22.00,,4.60,83.0,,https://www.ulta.com/vitamin-c-cleanser?productId=xlsImpprod16801608,xlsImpprod16801608
8556,7876,08/13/2020,$29.00,,4.70,46.0,,https://www.ulta.com/comforting-cream-cleanser?productId=pimprod2005487,pimprod2005487
8557,7877,08/13/2020,$10.00,,4.30,10.0,,https://www.ulta.com/chok-chok-purifying-gel-cleanser?productId=pimprod2012243,pimprod2012243
8558,7878,08/13/2020,$10.00,,3.00,4.0,,https://www.ulta.com/shine-bright-creamy-cleanser?productId=pimprod2012334,pimprod2012334
8559,7879,08/13/2020,$28.00,,4.60,44.0,,https://www.ulta.com/dont-miss-a-spot-fresh-honey-cleansing-foam?productId=xlsImpprod13891023,xlsImpprod13891023
8560,7880,08/13/2020,$10.00,,2.90,8.0,,https://www.ulta.com/travel-size-blemish-clearing-cleanser?productId=pimprod2007424,pimprod2007424
8561,7881,08/13/2020,$10.99,,3.00,7.0,,https://www.ulta.com/papaya-viamin-c-brighter-days-ahead-gel-cleanser?productId=pimprod2011719,pimprod2011719
8562,7882,08/13/2020,$14.00,,0,,,https://www.ulta.com/hi-bye-clean-up-mud-foam-cleanser?productId=pimprod2009074,pimprod2009074
8563,7883,08/13/2020,$7.49,,4.60,5.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/refreshing-foaming-wash?productId=pimprod2006313,pimprod2006313
8564,7884,08/13/2020,$34.00,,3.30,4.0,,https://www.ulta.com/purifying-gel-balm-cleanser?productId=pimprod2014203,pimprod2014203
8565,7885,08/13/2020,$25.00,,3.30,6.0,,https://www.ulta.com/kibosh-weightless-foaming-cleanser?productId=pimprod2011503,pimprod2011503
8566,7886,08/13/2020,$9.99,,3.90,59.0,,https://www.ulta.com/rose-restoring-cleansing-cream?productId=pimprod2009975,pimprod2009975
8567,7887,08/13/2020,$10.00,,4.00,9.0,,https://www.ulta.com/labotica-aqua-tree-charcoal-pore-deep-cleansing-foam?productId=pimprod2013230,pimprod2013230
8568,7888,08/13/2020,$35.00,,5.00,2.0,,https://www.ulta.com/shiso-facial-cleanser?productId=pimprod2008275,pimprod2008275
8569,7889,08/13/2020,$22.00,,4.10,25.0,,https://www.ulta.com/hydrating-cleanser-purify-nourish?productId=pimprod2013707,pimprod2013707
8570,7890,08/13/2020,$8.49,,3.70,3.0,,https://www.ulta.com/shine-control-face-wash-with-volcanic-clay-oil-defense?productId=xlsImpprod17071329,xlsImpprod17071329
8571,7891,08/13/2020,$12.00,,4.10,7.0,,https://www.ulta.com/sos-oil-balancing-mousse-cleanser?productId=pimprod2012235,pimprod2012235
8572,7892,08/13/2020,$25.00,,4.40,29.0,Free Gift with Purchase!,https://www.ulta.com/yunicorn-daily-mask-cleanser?productId=pimprod2006217,pimprod2006217
8573,7893,08/13/2020,$10.00,,5.00,1.0,,https://www.ulta.com/mood-soothing-cleansing-gel?productId=pimprod2013358,pimprod2013358
8574,7894,08/13/2020,$34.00,,4.10,8.0,,https://www.ulta.com/superstart-probiotic-cleanser-whip-clay?productId=xlsImpprod17621025,xlsImpprod17621025
8575,7895,08/13/2020,$16.99,,5.00,1.0,,https://www.ulta.com/cleansing-face-wash?productId=pimprod2012704,pimprod2012704
8576,7896,08/13/2020,$10.00,,2.00,1.0,,https://www.ulta.com/thirsty-mood-quenching-cleansing-cream?productId=pimprod2015278,pimprod2015278
8577,7897,08/13/2020,$28.00,,4.20,69.0,,https://www.ulta.com/beautyprep-face-cleanser?productId=pimprod2004105,pimprod2004105
8578,7898,08/13/2020,$50.00,,0.00,,,https://www.ulta.com/travel-size-cleanser?productId=pimprod2015621,pimprod2015621
8579,7899,08/13/2020,$60.00,,0.00,,,https://www.ulta.com/gel-balm-cleanser?productId=pimprod2009104,pimprod2009104
8580,7900,08/13/2020,$16.99,,5.00,3.0,,https://www.ulta.com/cleansing-lotion?productId=pimprod2012698,pimprod2012698
8581,7901,08/13/2020,$16.99,,4.00,3.0,,https://www.ulta.com/clarifying-face-wash?productId=pimprod2012702,pimprod2012702
8582,7902,08/13/2020,$6.00,,0,,,https://www.ulta.com/triple-action-gel-face-wash?productId=pimprod2005118,pimprod2005118
8583,7903,08/13/2020,$28.00,,4.70,42.0,,https://www.ulta.com/gentle-facial-cleanser?productId=pimprod2004136,pimprod2004136
8584,7904,08/13/2020,$14.00,,2.50,2.0,,https://www.ulta.com/purifying-charcoal-cleansing-powder?productId=pimprod2012140,pimprod2012140
8585,7905,08/13/2020,$10.99,,4.70,585.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/ultra-calming-hydrating-gel-cleanser?productId=xlsImpprod17762075,xlsImpprod17762075
8586,7906,08/13/2020,$11.00,,2.00,1.0,,https://www.ulta.com/smooth-egg-skin-cleansing-foam?productId=pimprod2010120,pimprod2010120
8587,7908,08/13/2020,$7.20,,4.40,1769.0,,https://www.ulta.com/aha-30-bha-2-peeling-solution?productId=pimprod2007102,pimprod2007102
8588,7909,08/13/2020,$6.50,,4.60,60.0,,https://www.ulta.com/lactic-acid-5-ha?productId=pimprod2009266,pimprod2009266
8589,7910,08/13/2020,$55.00,,5.00,15.0,,https://www.ulta.com/peel-reveal?productId=pimprod2014153,pimprod2014153
8590,7911,08/13/2020,$79.00,,4.30,543.0,,https://www.ulta.com/performance-peel-ap25?productId=xlsImpprod1990055,xlsImpprod1990055
8591,7912,08/13/2020,$48.00,,4.20,230.0,,https://www.ulta.com/green-apple-peel-full-strength-exfoliating-mask?productId=xlsImpprod3670127,xlsImpprod3670127
8592,7913,08/13/2020,$85.00,,4.40,463.0,Free Gift with Purchase!,https://www.ulta.com/rapid-reveal-peel?productId=xlsImpprod18941037,xlsImpprod18941037
8593,7914,08/13/2020,$23.95,,4.60,190.0,,https://www.ulta.com/vitamin-c-instant-radiance-citrus-facial-peel?productId=pimprod2003749,pimprod2003749
8594,7915,08/13/2020,$22.00 - $59.00,2 Sizes,4.40,45.0,,https://www.ulta.com/instant-facial-dual-phase-skin-reviving-treatment-pads?productId=xlsImpprod18731023,xlsImpprod18731023
8595,7916,08/13/2020,$18.99,,4.50,388.0,,https://www.ulta.com/overnight-peel?productId=xlsImpprod12041689,xlsImpprod12041689
8596,7917,08/13/2020,$24.00,,4.30,422.0,Free Gift with Purchase!,https://www.ulta.com/thats-incredi-peel-pads?productId=xlsImpprod17921148,xlsImpprod17921148
8597,7918,08/13/2020,$52.00,,4.40,452.0,,https://www.ulta.com/stem-cellular-exfoliating-peel-spray?productId=xlsImpprod16161043,xlsImpprod16161043
8598,7919,08/13/2020,$65.00,,4.40,27.0,,https://www.ulta.com/replenishing-multi-acid-peel?productId=pimprod2005974,pimprod2005974
8599,7920,08/13/2020,$45.00,,4.60,160.0,,https://www.ulta.com/nordic-skin-peel?productId=xlsImpprod5830068,xlsImpprod5830068
8600,7921,08/13/2020,$58.00,,4.60,38.0,Free Gift with Purchase!,https://www.ulta.com/liquid-exfolikate-triple-acid-resurfacing-treatment?productId=pimprod2003142,pimprod2003142
8601,7922,08/13/2020,$59.00,,4.30,55.0,,https://www.ulta.com/environmental-shield-intensive-c-radiance-peel?productId=xlsImpprod4370861,xlsImpprod4370861
8602,7923,08/13/2020,$78.00,,4.70,1234.0,Free Gift with Purchase!,https://www.ulta.com/perfectionist-pro-instant-resurfacing-peel-with-99-ahas-bha?productId=pimprod2003012,pimprod2003012
8603,7924,08/13/2020,$23.00,,4.10,47.0,Free Gift with Purchase!,https://www.ulta.com/vitamin-c-glow-revealing-liquid-peel?productId=xlsImpprod17391049,xlsImpprod17391049
8604,7925,08/13/2020,$35.00,,4.40,135.0,,https://www.ulta.com/renewed-hope-in-a-jar-peeling-mousse?productId=pimprod2004457,pimprod2004457
8605,7926,08/13/2020,$42.00,,4.10,100.0,,https://www.ulta.com/green-apple-peel-sensitive-exfoliating-mask?productId=xlsImpprod3670133,xlsImpprod3670133
8606,7927,08/13/2020,$6.99,,2.90,292.0,,https://www.ulta.com/draw-it-all-out-skin-detoxing-charcoal-plum-peel-mask?productId=xlsImpprod17762011,xlsImpprod17762011
8607,7928,08/13/2020,$69.00,,4.40,30.0,,https://www.ulta.com/daily-resurfacing-peel?productId=xlsImpprod17001003,xlsImpprod17001003
8608,7929,08/13/2020,$21.00,,4.50,27.0,,https://www.ulta.com/tako-black-peel-off-mask-pack?productId=xlsImpprod17761855,xlsImpprod17761855
8609,7930,08/13/2020,$25.00,,4.20,61.0,Free Gift with Purchase!,https://www.ulta.com/drops-of-youth-liquid-peel?productId=xlsImpprod15692325,xlsImpprod15692325
8610,7931,08/13/2020,$19.99,,4.30,33.0,,https://www.ulta.com/bakuchiol-reface-pads?productId=pimprod2006508,pimprod2006508
8611,7932,08/13/2020,$60.00,,4.30,256.0,,https://www.ulta.com/microdelivery-dream-peel-6-ahabha-refining-gel?productId=pimprod2011234,pimprod2011234
8612,7933,08/13/2020,$78.00,,4.40,64.0,,https://www.ulta.com/kakadu-c-intensive-vitamin-c-peel-pad-with-ferulic-acid-vitamin-e?productId=xlsImpprod14181007,xlsImpprod14181007
8613,7934,08/13/2020,$9.49,,4.40,48.0,,https://www.ulta.com/total-take-away-skin-purifying-clay-tea-bubble-mask?productId=xlsImpprod17762013,xlsImpprod17762013
8614,7935,08/13/2020,$13.00,,4.30,127.0,Free Gift with Purchase!,https://www.ulta.com/jelly-glow-peel?productId=pimprod2003923,pimprod2003923
8615,7936,08/13/2020,$72.00,,3.80,71.0,,https://www.ulta.com/microdelivery-detoxifying-oxygen-peel?productId=xlsImpprod13781211,xlsImpprod13781211
8616,7937,08/13/2020,$38.00,,4.30,3.0,,https://www.ulta.com/power-peel-multi-acid-resurfacing-pads?productId=xlsImpprod4840117,xlsImpprod4840117
8617,7938,08/13/2020,$78.50,,5.00,23.0,,https://www.ulta.com/dynamic-resurfacing-gel-mask?productId=xlsImpprod18731121,xlsImpprod18731121
8618,7939,08/13/2020,$29.00,,4.30,56.0,,https://www.ulta.com/aqualia-thermal-awakening-eye-cream-fine-lines?productId=xlsImpprod12851011,xlsImpprod12851011
8619,7940,08/13/2020,$22.00,,4.10,38.0,Free Gift with Purchase!,https://www.ulta.com/clear-genius-clarifying-liquid-peel?productId=pimprod2017159,pimprod2017159
8620,7941,08/13/2020,$20.00,,5.00,1.0,,https://www.ulta.com/hi-bye-vita-peel-clear-pads?productId=pimprod2009190,pimprod2009190
8621,7942,08/13/2020,$72.00,,0,,,https://www.ulta.com/pure-retinol-correcting-peel?productId=pimprod2017720,pimprod2017720
8622,7943,08/13/2020,$11.00,,4.80,8.0,,https://www.ulta.com/smooth-egg-skin-peeling-gel?productId=pimprod2010119,pimprod2010119
8623,7944,08/13/2020,$65.00,,3.90,14.0,,https://www.ulta.com/party-peel-golden-illuminizing-peel?productId=pimprod2011280,pimprod2011280
8624,7945,08/13/2020,$60.00,,4.60,72.0,,https://www.ulta.com/nightly-refining-micro-peel-concentrate?productId=pimprod2002929,pimprod2002929
8625,7946,08/13/2020,$24.00,,5.00,5.0,Free Gift with Purchase!,https://www.ulta.com/rose-gold-rescue-gentle-resurfacing-peel?productId=pimprod2014637,pimprod2014637
8626,7947,08/13/2020,$45.00,,4.30,352.0,,https://www.ulta.com/norinse-exfoliating-peel?productId=xlsImpprod19011073,xlsImpprod19011073
8627,7948,08/13/2020,$47.00,,5.00,1.0,,https://www.ulta.com/morning-expert-multi-acid-pads?productId=pimprod2006191,pimprod2006191
8628,7949,08/13/2020,$78.00,,4.70,3.0,,https://www.ulta.com/peptide4-overnight-radiance-peel?productId=pimprod2013945,pimprod2013945
8629,7950,08/13/2020,$65.00,,4.00,2.0,,https://www.ulta.com/gentle-daily-peel?productId=pimprod2014424,pimprod2014424
8630,7951,08/13/2020,$65.00,,4.70,15.0,,https://www.ulta.com/daily-firming-mask?productId=xlsImpprod12821041,xlsImpprod12821041
8631,7952,08/13/2020,$15.00 - $55.00,2 Sizes,4.10,183.0,,https://www.ulta.com/advanced-genifique-hydrogel-melting-rejuvenating-sheet-mask?productId=xlsImpprod17921070,xlsImpprod17921070
8632,7953,08/13/2020,$7.99 - $9.99,2 Sizes,4.20,2595.0,,https://www.ulta.com/deep-cleansing-pore-strips?productId=VP00152,VP00152
8633,7954,08/13/2020,$3.99,,4.40,580.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/hydro-boost-hydrating-100-hydrogel-mask?productId=xlsImpprod17162813,xlsImpprod17162813
8634,7955,08/13/2020,$3.75,,4.40,252.0,,https://www.ulta.com/im-real-aloe-mask-sheet?productId=xlsImpprod12812989,xlsImpprod12812989
8635,7956,08/13/2020,$3.75,,4.30,262.0,,https://www.ulta.com/im-real-rice-mask-sheet?productId=xlsImpprod13791157,xlsImpprod13791157
8636,7957,08/13/2020,$3.75,,4.30,177.0,,https://www.ulta.com/im-real-tea-tree-mask?productId=xlsImpprod13762463,xlsImpprod13762463
8637,7958,08/13/2020,$15.00,,4.60,7.0,,https://www.ulta.com/all-feels-moodmasks?productId=pimprod2005375,pimprod2005375
8638,7959,08/13/2020,$24.00,,4.90,14.0,,https://www.ulta.com/egg-cream-mask-hydration-set?productId=xlsImpprod17821089,xlsImpprod17821089
8639,7960,08/13/2020,$3.75,,4.10,333.0,,https://www.ulta.com/im-real-red-wine-mask-sheet?productId=xlsImpprod12812985,xlsImpprod12812985
8640,7961,08/13/2020,$3.75,,4.40,39.0,,https://www.ulta.com/im-real-lavender-sheet-mask?productId=xlsImpprod17761841,xlsImpprod17761841
8641,7962,08/13/2020,$3.50,,4.20,550.0,,https://www.ulta.com/strawberry-nose-pack?productId=xlsImpprod13762271,xlsImpprod13762271
8642,7963,08/13/2020,$3.75,,4.40,178.0,,https://www.ulta.com/im-real-avocado-mask-sheet?productId=xlsImpprod12812987,xlsImpprod12812987
8643,7964,08/13/2020,$14.00 - $35.00,2 Sizes,3.70,3.0,,https://www.ulta.com/hydro-cool-brightening-face-mask?productId=pimprod2003646,pimprod2003646
8644,7965,08/13/2020,$3.75,,4.60,43.0,,https://www.ulta.com/im-real-honey-sheet-mask?productId=xlsImpprod17162877,xlsImpprod17162877
8645,7966,08/13/2020,$6.00,,4.40,55.0,,https://www.ulta.com/hyaluronic-acid-hydrogel-sheet-mask?productId=pimprod2004398,pimprod2004398
8646,7967,08/13/2020,$4.00,,4.50,147.0,,https://www.ulta.com/master-lab-hyaluronic-acid-mask-sheet?productId=xlsImpprod15622757,xlsImpprod15622757
8647,7968,08/13/2020,$3.00,,4.60,37.0,,https://www.ulta.com/rose-flower-lab-essence-sheet-mask?productId=xlsImpprod17741105,xlsImpprod17741105
8648,7969,08/13/2020,$35.00,,4.20,42.0,,https://www.ulta.com/hydro-cool-firming-face-gels-with-extensin-peptides?productId=xlsImpprod10111118,xlsImpprod10111118
8649,7970,08/13/2020,$3.75,,4.40,56.0,,https://www.ulta.com/im-real-cactus-sheet-mask?productId=xlsImpprod16411247,xlsImpprod16411247
8650,7971,08/13/2020,$4.00,,4.70,10.0,,https://www.ulta.com/sea-c-after-sun-cool-glow-facial-sheet-mask?productId=pimprod2014105,pimprod2014105
8651,7972,08/13/2020,$3.75,,4.30,46.0,,https://www.ulta.com/im-peach-sheet-mask?productId=pimprod2008545,pimprod2008545
8652,7973,08/13/2020,$3.75,,4.20,71.0,,https://www.ulta.com/im-real-lemon-mask-sheet?productId=xlsImpprod15622747,xlsImpprod15622747
8653,7974,08/13/2020,$5.00,,4.40,43.0,,https://www.ulta.com/ac-clear-treatment-mask?productId=xlsImpprod14631105,xlsImpprod14631105
8654,7975,08/13/2020,$3.00,,4.30,44.0,,https://www.ulta.com/hydrating-coconut-mask?productId=xlsImpprod17691245,xlsImpprod17691245
8655,7976,08/13/2020,$15.00 - $68.00,2 Sizes,4.70,19.0,,https://www.ulta.com/renergie-lift-multi-action-ultra-double-wrapping-cream-face-mask?productId=pimprod2013103,pimprod2013103
8656,7977,08/13/2020,$3.75,,4.50,44.0,,https://www.ulta.com/im-real-rose-sheet-mask?productId=xlsImpprod16411245,xlsImpprod16411245
8657,7978,08/13/2020,$5.99,,4.20,17.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/restore-renew-multi-action-serum-boost-sheet-mask?productId=xlsImpprod18771047,xlsImpprod18771047
8658,7979,08/13/2020,$3.75,,4.10,73.0,,https://www.ulta.com/im-real-pearl-luminating-sheet-mask?productId=xlsImpprod14731035,xlsImpprod14731035
8659,7980,08/13/2020,$4.00,,4.80,30.0,,https://www.ulta.com/cosmic-beauty-dose-balancing-facial-mask?productId=pimprod2012495,pimprod2012495
8660,7981,08/13/2020,$5.00,,4.90,11.0,,https://www.ulta.com/collagen-boosting-renewal-mask?productId=pimprod2013158,pimprod2013158
8661,7982,08/13/2020,$5.99,,4.10,15.0,"Buy 1, get 1 at 50% off!",https://www.ulta.com/protect-perfect-intense-advanced-serum-boost-sheet-mask?productId=xlsImpprod18771043,xlsImpprod18771043
8662,7983,08/13/2020,$4.00,,4.80,69.0,,https://www.ulta.com/disobey-time-rose-peptide-facial-mask?productId=xlsImpprod17762137,xlsImpprod17762137
8663,7984,08/13/2020,$3.00,,3.90,80.0,,https://www.ulta.com/strawberries-champagne-hydrating-glitter-peel-off-mask?productId=xlsImpprod17161635,xlsImpprod17161635
8664,7985,08/13/2020,$4.00,,4.90,21.0,,https://www.ulta.com/bear-water-bang-hydrating-mask?productId=xlsImpprod18651021,xlsImpprod18651021
8665,7986,08/13/2020,$3.75,,3.90,30.0,,https://www.ulta.com/im-real-green-tea-sheet-mask?productId=xlsImpprod17162883,xlsImpprod17162883
8666,7987,08/13/2020,$7.49,,4.50,16.0,,https://www.ulta.com/soak-your-face-intensive-hydrating-full-face-sheet-mask?productId=xlsImpprod17391051,xlsImpprod17391051
